meter_x,variation,seed_word,prompt,response,line_txt,txt,meter_y,stress,score,num_viols,ambig
in iambic pentameter,,viper,write a line in iambic pentameter including the word viper ,"Beneath the moon, the viper strikes its prey.","Beneath the moon, the viper strikes its prey.",be NEATH the MOON the VI per STRIKES its PREY,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,vulture,write a line in iambic pentameter including the word vulture ,"The vulture circles o'er the silent field,","The vulture circles o'er the silent field,",the VUL ture CIR cles O'ER the SI lent FIELD,-+-+-+-+-+,-+-+---+-+,1.0,1,2
in iambic pentameter,,vulture,write a line in iambic pentameter including the word vulture ,"The vulture circles o'er the silent field,","The vulture circles o'er the silent field,",the VUL ture CIR cles O'ER the SI lent FIELD,-+-+-+-+-+,-+-+---+-+,1.0,1,2
in iambic pentameter,,walrus,write a line in iambic pentameter including the word walrus ,"Upon the shore, the silent walrus dreams.","Upon the shore, the silent walrus dreams.",u PON the SHORE the SI lent WAL rus DREAMS,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,walrus,write a line in iambic pentameter including the word walrus ,"Upon the shore, the silent walrus dreams.","Upon the shore, the silent walrus dreams.",u PON the SHORE the SI lent WAL rus DREAMS,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,wasp,write a line in iambic pentameter including the word wasp ,The wasp's sharp sting beneath the summer's sun,The wasp's sharp sting beneath the summer's sun,the WASP'S sharp STING be NEATH the SUM mer's SUN,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,wasp,write a line in iambic pentameter including the word wasp ,The wasp's sharp sting beneath the summer's sun,The wasp's sharp sting beneath the summer's sun,the WASP'S sharp STING be NEATH the SUM mer's SUN,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,weasel,write a line in iambic pentameter including the word weasel ,The daylight fades as weasel slinks through night.,The daylight fades as weasel slinks through night.,the DAY light FADES as WEA sel SLINKS through NIGHT,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,weasel,write a line in iambic pentameter including the word weasel ,The daylight fades as weasel slinks through night.,The daylight fades as weasel slinks through night.,the DAY light FADES as WEA sel SLINKS through NIGHT,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
in iambic pentameter,,whale,write a line in iambic pentameter including the word whale ,Beneath the waves the silent whale does glide.,Beneath the waves the silent whale does glide.,be NEATH the WAVES the SI lent WHALE does GLIDE,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,whale,write a line in iambic pentameter including the word whale ,Beneath the waves the silent whale does glide.,Beneath the waves the silent whale does glide.,be NEATH the WAVES the SI lent WHALE does GLIDE,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,wolf,write a line in iambic pentameter including the word wolf ,"Upon the silent night, the lone wolf howls.","Upon the silent night, the lone wolf howls.",u PON the SI lent NIGHT the LONE wolf HOWLS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
in iambic pentameter,,wolf,write a line in iambic pentameter including the word wolf ,"Upon the silent night, the lone wolf howls.","Upon the silent night, the lone wolf howls.",u PON the SI lent NIGHT the LONE wolf HOWLS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
in iambic pentameter,,wolverine,write a line in iambic pentameter including the word wolverine ,"When morning breaks, the wolverine seeks its way.","When morning breaks, the wolverine seeks its way.",when MOR ning BREAKS the WOL ve RINE.SEEKS its WAY,-+-+-+-++-+,-+-+-+-++-+,1.0,1,3
in iambic pentameter,,wolverine,write a line in iambic pentameter including the word wolverine ,"When morning breaks, the wolverine seeks its way.","When morning breaks, the wolverine seeks its way.",when MOR ning BREAKS the WOL ve RINE.SEEKS its WAY,-+-+-+-++-+,-+-+-+-++-+,1.0,1,3
in iambic pentameter,,wombat,write a line in iambic pentameter including the word wombat ,The sleepy wombat dreams beneath the stars,The sleepy wombat dreams beneath the stars,the SLEE py WOM bat DREAMS be NEATH the STARS,-+-+-+-+-+,-+-+++-+-+,1.0,1,1
in iambic pentameter,,wombat,write a line in iambic pentameter including the word wombat ,The sleepy wombat dreams beneath the stars,The sleepy wombat dreams beneath the stars,the SLEE py WOM bat DREAMS be NEATH the STARS,-+-+-+-+-+,-+-+++-+-+,1.0,1,1
in iambic pentameter,,woodpecker,write a line in iambic pentameter including the word woodpecker ,Each morning woodpecker joins the waking day.,Each morning woodpecker joins the waking day.,each MOR ning WOOD.PEC ker JOINS the WA king DAY,-+-++-+-+-+,-+-++-+-+-+,1.0,1,3
in iambic pentameter,,woodpecker,write a line in iambic pentameter including the word woodpecker ,Each morning woodpecker joins the waking day.,Each morning woodpecker joins the waking day.,each MOR ning WOOD.PEC ker JOINS the WA king DAY,-+-++-+-+-+,-+-++-+-+-+,1.0,1,3
in iambic pentameter,,worm,write a line in iambic pentameter including the word worm ,Nocturnal whispers stir the sleeping worm.,Nocturnal whispers stir the sleeping worm.,noc TUR nal WHIS pers STIR the SLEE ping WORM,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,worm,write a line in iambic pentameter including the word worm ,Nocturnal whispers stir the sleeping worm.,Nocturnal whispers stir the sleeping worm.,noc TUR nal WHIS pers STIR the SLEE ping WORM,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,yak,write a line in iambic pentameter including the word yak ,"Upon the hill, the lonely yak did stand.","Upon the hill, the lonely yak did stand.",u PON the HILL the LO nely YAK did STAND,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,yak,write a line in iambic pentameter including the word yak ,"Upon the hill, the lonely yak did stand.","Upon the hill, the lonely yak did stand.",u PON the HILL the LO nely YAK did STAND,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,zebra,write a line in iambic pentameter including the word zebra ,"Beneath the moon, a graceful zebra strides.","Beneath the moon, a graceful zebra strides.",be NEATH the MOON a GRA ceful ZE bra STRIDES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
in iambic pentameter,,zebra,write a line in iambic pentameter including the word zebra ,"Beneath the moon, a graceful zebra strides.","Beneath the moon, a graceful zebra strides.",be NEATH the MOON a GRA ceful ZE bra STRIDES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,aardvark,write a line of blank verse including the word aardvark ,"Upon the quiet night, an aardvark roams alone","Upon the quiet night, an aardvark roams alone",u PON the QUI et NIGHT an AAR dvark ROAMS a LONE,-+-+-+-+-+-+,-+-+-+-+++-+,1.0,1,1
of blank verse,,aardvark,write a line of blank verse including the word aardvark ,"Upon the quiet night, an aardvark roams alone","Upon the quiet night, an aardvark roams alone",u PON the QUI et NIGHT an AAR dvark ROAMS a LONE,-+-+-+-+-+-+,-+-+-+-+++-+,1.0,1,1
of blank verse,,albatross,write a line of blank verse including the word albatross ,"Upon the sea, the albatross sails free.","Upon the sea, the albatross sails free.",u PON the SEA the AL ba TROSS sails FREE,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,albatross,write a line of blank verse including the word albatross ,"Upon the sea, the albatross sails free.","Upon the sea, the albatross sails free.",u PON the SEA the AL ba TROSS sails FREE,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,alligator,write a line of blank verse including the word alligator ,"Along the riverbank, the silent alligator waits","Along the riverbank, the silent alligator waits",a LONG the RI ver BANK the SI lent AL li GA tor WAITS,-+-+-+-+-+-+-+,-+-+-+-+-+-+-+,0.0,0,1
of blank verse,,alligator,write a line of blank verse including the word alligator ,"Along the riverbank, the silent alligator waits","Along the riverbank, the silent alligator waits",a LONG the RI ver BANK the SI lent AL li GA tor WAITS,-+-+-+-+-+-+-+,-+-+-+-+-+-+-+,0.0,0,1
of blank verse,,alpaca,write a line of blank verse including the word alpaca ,The alpaca wanders through the evening mist.,The alpaca wanders through the evening mist.,the.al PA ca WAN ders THROUGH the E vening MIST,--+-+-+-+-+,--+-+---+-+,2.0,2,2
of blank verse,,alpaca,write a line of blank verse including the word alpaca ,The alpaca wanders through the evening mist.,The alpaca wanders through the evening mist.,the.al PA ca WAN ders THROUGH the E vening MIST,--+-+-+-+-+,--+-+---+-+,2.0,2,2
of blank verse,,anaconda,write a line of blank verse including the word anaconda ,"Within the jungle's heart, the anaconda waits.","Within the jungle's heart, the anaconda waits.",wit HIN the JUN gle's HEART the A na CON da WAITS,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,anaconda,write a line of blank verse including the word anaconda ,"Within the jungle's heart, the anaconda waits.","Within the jungle's heart, the anaconda waits.",wit HIN the JUN gle's HEART the A na CON da WAITS,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,angelfish,write a line of blank verse including the word angelfish ,The angelfish beneath the sunlight gently glides.,The angelfish beneath the sunlight gently glides.,the AN gel FISH be NEATH the SUN light GEN tly GLIDES,-+-+-+-+-+-+,-+-+-+-+++-+,1.0,1,1
of blank verse,,angelfish,write a line of blank verse including the word angelfish ,The angelfish beneath the sunlight gently glides.,The angelfish beneath the sunlight gently glides.,the AN gel FISH be NEATH the SUN light GEN tly GLIDES,-+-+-+-+-+-+,-+-+-+-+++-+,1.0,1,1
of blank verse,,ant,write a line of blank verse including the word ant ,The steady ant persists through summer's heat.,The steady ant persists through summer's heat.,the STEA dy ANT per SISTS through SUM mer's HEAT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,ant,write a line of blank verse including the word ant ,The steady ant persists through summer's heat.,The steady ant persists through summer's heat.,the STEA dy ANT per SISTS through SUM mer's HEAT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,anteater,write a line of blank verse including the word anteater ,The anteater wanders through the dappled shade,The anteater wanders through the dappled shade,the AN.TEA ter WAN ders THROUGH the DAP pled SHADE,-++-+-+-+-+,-++-+---+-+,2.0,2,4
of blank verse,,anteater,write a line of blank verse including the word anteater ,The anteater wanders through the dappled shade,The anteater wanders through the dappled shade,the AN.TEA ter WAN ders THROUGH the DAP pled SHADE,-++-+-+-+-+,-++-+---+-+,2.0,2,4
of blank verse,,antelope,write a line of blank verse including the word antelope ,The antelope strides beneath the golden sun.,The antelope strides beneath the golden sun.,the AN te LOPE.STRIDES be NEATH the GOL den SUN,-+-++-+-+-+,-+-++-+-+-+,1.0,1,4
of blank verse,,antelope,write a line of blank verse including the word antelope ,The antelope strides beneath the golden sun.,The antelope strides beneath the golden sun.,the AN te LOPE.STRIDES be NEATH the GOL den SUN,-+-++-+-+-+,-+-++-+-+-+,1.0,1,4
of blank verse,,ape,write a line of blank verse including the word ape ,Ape and shadow blend beneath the moonlight,Ape and shadow blend beneath the moonlight,APE and SHA dow BLEND be NEATH the MOON light,+-+-+-+-+-,+-+-+-+-++,1.0,1,2
of blank verse,,ape,write a line of blank verse including the word ape ,Ape and shadow blend beneath the moonlight,Ape and shadow blend beneath the moonlight,APE and SHA dow BLEND be NEATH the MOON light,+-+-+-+-+-,+-+-+-+-++,1.0,1,2
of blank verse,,armadillo,write a line of blank verse including the word armadillo ,In quiet fields the armadillo searches low.,In quiet fields the armadillo searches low.,in QUI et FIELDS the AR ma DIL lo SEARC hes LOW,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,armadillo,write a line of blank verse including the word armadillo ,In quiet fields the armadillo searches low.,In quiet fields the armadillo searches low.,in QUI et FIELDS the AR ma DIL lo SEARC hes LOW,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,baboon,write a line of blank verse including the word baboon ,The baboon watches silently from the trees.,The baboon watches silently from the trees.,the.ba BOON.WATC hes SI len TLY from.the TREES,--++-+-+--+,--++-+----+,3.0,3,4
of blank verse,,baboon,write a line of blank verse including the word baboon ,The baboon watches silently from the trees.,The baboon watches silently from the trees.,the.ba BOON.WATC hes SI len TLY from.the TREES,--++-+-+--+,--++-+----+,3.0,3,4
of blank verse,,badger,write a line of blank verse including the word badger ,The badger wanders through the quiet night.,The badger wanders through the quiet night.,the BAD ger WAN ders THROUGH the QUI et NIGHT,-+-+-+-+-+,-+-+---+-+,1.0,1,1
of blank verse,,badger,write a line of blank verse including the word badger ,The badger wanders through the quiet night.,The badger wanders through the quiet night.,the BAD ger WAN ders THROUGH the QUI et NIGHT,-+-+-+-+-+,-+-+---+-+,1.0,1,1
of blank verse,,barracuda,write a line of blank verse including the word barracuda ,"Beneath the moonlight, swift the barracuda glides.","Beneath the moonlight, swift the barracuda glides.",be NEATH the MOON light SWIFT the BAR ra CU da GLIDES,-+-+-+-+-+-+,-+-+++-+-+-+,1.0,1,2
of blank verse,,barracuda,write a line of blank verse including the word barracuda ,"Beneath the moonlight, swift the barracuda glides.","Beneath the moonlight, swift the barracuda glides.",be NEATH the MOON light SWIFT the BAR ra CU da GLIDES,-+-+-+-+-+-+,-+-+++-+-+-+,1.0,1,2
of blank verse,,bat,write a line of blank verse including the word bat ,Through moonlit skies the silent bat begins its flight.,Through moonlit skies the silent bat begins its flight.,through MOON lit SKIES the SI lent BAT be GINS its FLIGHT,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,bat,write a line of blank verse including the word bat ,Through moonlit skies the silent bat begins its flight.,Through moonlit skies the silent bat begins its flight.,through MOON lit SKIES the SI lent BAT be GINS its FLIGHT,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,bear,write a line of blank verse including the word bear ,The silent woods conceal the bear's deep lair,The silent woods conceal the bear's deep lair,the SI lent WOODS con CEAL the BEAR'S deep LAIR,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,bear,write a line of blank verse including the word bear ,The silent woods conceal the bear's deep lair,The silent woods conceal the bear's deep lair,the SI lent WOODS con CEAL the BEAR'S deep LAIR,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,beaver,write a line of blank verse including the word beaver ,The steadfast beaver builds his sturdy dam each night.,The steadfast beaver builds his sturdy dam each night.,the STEA dfast BEA ver BUILDS his STUR dy DAM each NIGHT,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,beaver,write a line of blank verse including the word beaver ,The steadfast beaver builds his sturdy dam each night.,The steadfast beaver builds his sturdy dam each night.,the STEA dfast BEA ver BUILDS his STUR dy DAM each NIGHT,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,bee,write a line of blank verse including the word bee ,The busy bee hums through the summer air.,The busy bee hums through the summer air.,the BU sy BEE.HUMS through.the SUM mer AIR,-+-++--+-+,-+-++--+-+,1.0,1,3
of blank verse,,bee,write a line of blank verse including the word bee ,The busy bee hums through the summer air.,The busy bee hums through the summer air.,the BU sy BEE.HUMS through.the SUM mer AIR,-+-++--+-+,-+-++--+-+,1.0,1,3
of blank verse,,beetle,write a line of blank verse including the word beetle ,"Beneath the oak, a beetle blinks unseen.","Beneath the oak, a beetle blinks unseen.",be NEATH the OAK a BEE tle BLINKS un SEEN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,beetle,write a line of blank verse including the word beetle ,"Beneath the oak, a beetle blinks unseen.","Beneath the oak, a beetle blinks unseen.",be NEATH the OAK a BEE tle BLINKS un SEEN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,beluga,write a line of blank verse including the word beluga ,"Beneath the moonlit waves, the beluga sings.","Beneath the moonlit waves, the beluga sings.",be NEATH the MOON lit WAVES THE be LU ga SINGS,-+-+-++-+-+,-+-+++--+-+,2.0,2,2
of blank verse,,beluga,write a line of blank verse including the word beluga ,"Beneath the moonlit waves, the beluga sings.","Beneath the moonlit waves, the beluga sings.",be NEATH the MOON lit WAVES THE be LU ga SINGS,-+-+-++-+-+,-+-+++--+-+,2.0,2,2
of blank verse,,bison,write a line of blank verse including the word bison ,Beneath vast skies the bison roam the open plains.,Beneath vast skies the bison roam the open plains.,be NEATH vast SKIES the BI son ROAM the O pen PLAINS,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,bison,write a line of blank verse including the word bison ,Beneath vast skies the bison roam the open plains.,Beneath vast skies the bison roam the open plains.,be NEATH vast SKIES the BI son ROAM the O pen PLAINS,-+-+-+-+-+-+,-+++-+-+-+-+,1.0,1,1
of blank verse,,blackbird,write a line of blank verse including the word blackbird ,The blackbird glides through morning's gentle light.,The blackbird glides through morning's gentle light.,the BLACK bird GLIDES through MOR ning's GEN tle LIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,blackbird,write a line of blank verse including the word blackbird ,The blackbird glides through morning's gentle light.,The blackbird glides through morning's gentle light.,the BLACK bird GLIDES through MOR ning's GEN tle LIGHT,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,blue jay,write a line of blank verse including the word blue jay ,The blue jay flits beneath the dawning sky.,The blue jay flits beneath the dawning sky.,the BLUE jay FLITS be NEATH the DAW ning SKY,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
of blank verse,,blue jay,write a line of blank verse including the word blue jay ,The blue jay flits beneath the dawning sky.,The blue jay flits beneath the dawning sky.,the BLUE jay FLITS be NEATH the DAW ning SKY,-+-+-+-+-+,-+++-+-+-+,1.0,1,1
of blank verse,,boa,write a line of blank verse including the word boa ,A dark boa winds its path through shadowed trees.,A dark boa winds its path through shadowed trees.,a DARK.B oa WINDS its PATH through SHA dowed TREES,-++-+-+-+-+,-++-+-+-+-+,1.0,1,3
of blank verse,,boa,write a line of blank verse including the word boa ,A dark boa winds its path through shadowed trees.,A dark boa winds its path through shadowed trees.,a DARK.B oa WINDS its PATH through SHA dowed TREES,-++-+-+-+-+,-++-+-+-+-+,1.0,1,3
of blank verse,,boar,write a line of blank verse including the word boar ,"Upon the silent hill, the wild boar roams.","Upon the silent hill, the wild boar roams.",u PON the SI lent HILL the WILD boar ROAMS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,boar,write a line of blank verse including the word boar ,"Upon the silent hill, the wild boar roams.","Upon the silent hill, the wild boar roams.",u PON the SI lent HILL the WILD boar ROAMS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,buffalo,write a line of blank verse including the word buffalo ,"Upon the dawn, the buffalo's great form.","Upon the dawn, the buffalo's great form.",u PON the DAWN the BUF fa LO'S great FORM,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,buffalo,write a line of blank verse including the word buffalo ,"Upon the dawn, the buffalo's great form.","Upon the dawn, the buffalo's great form.",u PON the DAWN the BUF fa LO'S great FORM,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,butterfly,write a line of blank verse including the word butterfly ,A butterfly flits through the silent air.,A butterfly flits through the silent air.,a BUT ter FLY.FLITS through.the SI lent AIR,-+-++--+-+,-+-++--+-+,1.0,1,3
of blank verse,,butterfly,write a line of blank verse including the word butterfly ,A butterfly flits through the silent air.,A butterfly flits through the silent air.,a BUT ter FLY.FLITS through.the SI lent AIR,-+-++--+-+,-+-++--+-+,1.0,1,3
of blank verse,,camel,write a line of blank verse including the word camel ,The weary camel stoops beneath the sun.,The weary camel stoops beneath the sun.,the WEA ry CA mel STOOPS be NEATH the SUN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,camel,write a line of blank verse including the word camel ,The weary camel stoops beneath the sun.,The weary camel stoops beneath the sun.,the WEA ry CA mel STOOPS be NEATH the SUN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,canary,write a line of blank verse including the word canary ,The canary sings beneath the morning sun.,The canary sings beneath the morning sun.,the.ca NA ry SINGS be NEATH the MOR ning SUN,--+-+-+-+-+,--+-+-+-+-+,1.0,1,2
of blank verse,,canary,write a line of blank verse including the word canary ,The canary sings beneath the morning sun.,The canary sings beneath the morning sun.,the.ca NA ry SINGS be NEATH the MOR ning SUN,--+-+-+-+-+,--+-+-+-+-+,1.0,1,2
of blank verse,,capybara,write a line of blank verse including the word capybara ,"Beneath the quiet reeds, the capybara grazes.","Beneath the quiet reeds, the capybara grazes.",be NEATH the QUI et REEDS the CA py BA ra GRA zes,-+-+-+-+-+-+-,-+-+-+-+-+-+-,0.0,0,1
of blank verse,,capybara,write a line of blank verse including the word capybara ,"Beneath the quiet reeds, the capybara grazes.","Beneath the quiet reeds, the capybara grazes.",be NEATH the QUI et REEDS the CA py BA ra GRA zes,-+-+-+-+-+-+-,-+-+-+-+-+-+-,0.0,0,1
of blank verse,,cardinal,write a line of blank verse including the word cardinal ,The cardinal's bright plumage streaks the morning sky.,The cardinal's bright plumage streaks the morning sky.,the CAR di NAL'S bright PLU mage STREAKS the MOR ning SKY,-+-+-+-+-+-+,-+--++-+-+-+,2.0,2,3
of blank verse,,cardinal,write a line of blank verse including the word cardinal ,The cardinal's bright plumage streaks the morning sky.,The cardinal's bright plumage streaks the morning sky.,the CAR di NAL'S bright PLU mage STREAKS the MOR ning SKY,-+-+-+-+-+-+,-+--++-+-+-+,2.0,2,3
of blank verse,,caribou,write a line of blank verse including the word caribou ,Beneath the moonlit sky the caribou roam,Beneath the moonlit sky the caribou roam,be NEATH the MOON lit SKY the CA ri BOU roam,-+-+-+-+-+-,-+-+++-+-++,2.0,2,2
of blank verse,,caribou,write a line of blank verse including the word caribou ,Beneath the moonlit sky the caribou roam,Beneath the moonlit sky the caribou roam,be NEATH the MOON lit SKY the CA ri BOU roam,-+-+-+-+-+-,-+-+++-+-++,2.0,2,2
of blank verse,,cassowary,write a line of blank verse including the word cassowary ,"Upon the verdant path, the cassowary strides.","Upon the verdant path, the cassowary strides.",u PON the VER dant PATH the CAS so WA ry STRIDES,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,cassowary,write a line of blank verse including the word cassowary ,"Upon the verdant path, the cassowary strides.","Upon the verdant path, the cassowary strides.",u PON the VER dant PATH the CAS so WA ry STRIDES,-+-+-+-+-+-+,-+-+-+-+-+-+,0.0,0,1
of blank verse,,caterpillar,write a line of blank verse including the word caterpillar ,"Beneath the moonlight, quiet caterpillar moves.","Beneath the moonlight, quiet caterpillar moves.",be NEATH the MOON light QUI et CA ter PIL lar MOVES,-+-+-+-+-+-+,-+-+++-+-+-+,1.0,1,2
of blank verse,,caterpillar,write a line of blank verse including the word caterpillar ,"Beneath the moonlight, quiet caterpillar moves.","Beneath the moonlight, quiet caterpillar moves.",be NEATH the MOON light QUI et CA ter PIL lar MOVES,-+-+-+-+-+-+,-+-+++-+-+-+,1.0,1,2
of blank verse,,catfish,write a line of blank verse including the word catfish ,The silent river harbors catfish deep.,The silent river harbors catfish deep.,the SI lent RI ver HAR bors CA tfish DEEP,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,catfish,write a line of blank verse including the word catfish ,The silent river harbors catfish deep.,The silent river harbors catfish deep.,the SI lent RI ver HAR bors CA tfish DEEP,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,cheetah,write a line of blank verse including the word cheetah ,The cheetah speeds beneath the golden sun.,The cheetah speeds beneath the golden sun.,the CHEE tah SPEEDS be NEATH the GOL den SUN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,cheetah,write a line of blank verse including the word cheetah ,The cheetah speeds beneath the golden sun.,The cheetah speeds beneath the golden sun.,the CHEE tah SPEEDS be NEATH the GOL den SUN,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,chicken,write a line of blank verse including the word chicken ,The chicken roams where morning sunlight plays.,The chicken roams where morning sunlight plays.,the CHIC ken ROAMS where MOR ning SUN light PLAYS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,chicken,write a line of blank verse including the word chicken ,The chicken roams where morning sunlight plays.,The chicken roams where morning sunlight plays.,the CHIC ken ROAMS where MOR ning SUN light PLAYS,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,chihuahua,write a line of blank verse including the word chihuahua ,"Beneath the stars, a chihuahua guards the night.","Beneath the stars, a chihuahua guards the night.",be NEATH the STARS a CHI.HUA hua GUARDS the NIGHT,-+-+-++-+-+,-+-+-++-+-+,0.0,0,1
of blank verse,,chihuahua,write a line of blank verse including the word chihuahua ,"Beneath the stars, a chihuahua guards the night.","Beneath the stars, a chihuahua guards the night.",be NEATH the STARS a CHI.HUA hua GUARDS the NIGHT,-+-+-++-+-+,-+-+-++-+-+,0.0,0,1
of blank verse,,chimpanzee,write a line of blank verse including the word chimpanzee ,"In twilight's hush, the chimpanzee calls above.","In twilight's hush, the chimpanzee calls above.",in TWI light's HUSH THE chim PAN zee CALLS a BOVE,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
of blank verse,,chimpanzee,write a line of blank verse including the word chimpanzee ,"In twilight's hush, the chimpanzee calls above.","In twilight's hush, the chimpanzee calls above.",in TWI light's HUSH THE chim PAN zee CALLS a BOVE,-+-++-+-+-+,-+-+--+-+-+,1.0,1,2
of blank verse,,chinchilla,write a line of blank verse including the word chinchilla ,"In shadows deep, the hidden chinchilla hides.","In shadows deep, the hidden chinchilla hides.",in SHA dows DEEP the HID den.chinc HIL la HIDES,-+-+-+--+-+,-+++-+--+-+,2.0,2,6
of blank verse,,chinchilla,write a line of blank verse including the word chinchilla ,"In shadows deep, the hidden chinchilla hides.","In shadows deep, the hidden chinchilla hides.",in SHA dows DEEP the HID den.chinc HIL la HIDES,-+-+-+--+-+,-+++-+--+-+,2.0,2,6
of blank verse,,chipmunk,write a line of blank verse including the word chipmunk ,The chipmunk hides his treasures in the leaves.,The chipmunk hides his treasures in the leaves.,the CHI pmunk HIDES his TREA sures IN the LEAVES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,chipmunk,write a line of blank verse including the word chipmunk ,The chipmunk hides his treasures in the leaves.,The chipmunk hides his treasures in the leaves.,the CHI pmunk HIDES his TREA sures IN the LEAVES,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,clownfish,write a line of blank verse including the word clownfish ,"Within the azure depths, the clownfish roam.","Within the azure depths, the clownfish roam.",wit HIN the A zure DEPTHS the CLOWN fish ROAM,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,clownfish,write a line of blank verse including the word clownfish ,"Within the azure depths, the clownfish roam.","Within the azure depths, the clownfish roam.",wit HIN the A zure DEPTHS the CLOWN fish ROAM,-+-+-+-+-+,-+-+-+-+-+,0.0,0,1
of blank verse,,cobra,write a line of blank verse including the word cobra ,The cobra slithers through the shadowed grass.,The cobra slithers through the shadowed grass.,the CO bra SLITHERS through.the SHA dowed GRASS,-+-+--+-+,-+-+--+-+,0.0,0,1
of blank verse,,cobra,write a line of blank verse including the word cobra ,The cobra slithers through the shadowed grass.,The cobra slithers through the shadowed grass.,the CO bra SLITHERS through.the SHA dowed GRASS,-+-+--+-+,-+-+--+-+,0.0,0,1
of blank verse,,cockatiel,write a line of blank verse including the word cockatiel ,"In morning light, the cockatiel takes flight.","In morning light, the cockatiel takes flight.",in MOR ning LIGHT the COC ka TIEL takes FLIGHT,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,cockatiel,write a line of blank verse including the word cockatiel ,"In morning light, the cockatiel takes flight.","In morning light, the cockatiel takes flight.",in MOR ning LIGHT the COC ka TIEL takes FLIGHT,-+-+-+-+-+,-+-+-+-+++,1.0,1,1
of blank verse,,cockatoo,write a line of blank verse including the word cockatoo ,"Upon the branch, the silent cockatoo stands.","Upon the branch, the silent cockatoo stands.",u PON the BRANCH the SI lent COC ka TOO stands,-+-+-+-+-+-,-+-+-+-+-++,1.0,1,2
